,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
28,0.2774630546569824,0.07012878652404958,0.000800180435180664,0.00040009031349195985,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 10}",0.7664835164835165,0.6878453038674033,0.7437325905292479,0.7366946778711485,0.7464788732394366,0.7362270450751253,0.026249567263209143,217,0.7620376831821354,0.7763066202090593,0.7719054242002782,0.7715277777777778,0.8425797503467406,0.7848714511431983,0.029227235787063995
29,0.24425530433654785,0.024232810847768613,0.0006002902984619141,0.000490135030379915,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 15}",0.7912087912087912,0.7458563535911602,0.7604456824512534,0.7815126050420168,0.6957746478873239,0.755147468002226,0.033479862158874066,205,0.8297278436845779,0.8306620209059233,0.8407510431154381,0.8048611111111111,0.834257975034674,0.828051998770345,0.012224711128039235
30,0.31887221336364746,0.07661340175600849,0.0010003089904785157,2.431401974483864e-07,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 20}",0.8791208791208791,0.7651933701657458,0.7688022284122563,0.8711484593837535,0.8056338028169014,0.8180300500834724,0.04892230190438687,162,0.9239357990230286,0.8954703832752613,0.8428372739916551,0.8944444444444445,0.8786407766990292,0.8870657354866838,0.026501402877200278
31,0.2944669246673584,0.03464061977804011,0.0007999420166015625,0.0003999710651483163,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 25}",0.8324175824175825,0.7458563535911602,0.8105849582172702,0.8487394957983193,0.7746478873239436,0.8024485253199778,0.03766581602301837,181,0.9085833914863922,0.8885017421602788,0.8880389429763561,0.8638888888888889,0.9098474341192788,0.8917720799262391,0.01680144272728857
32,0.257658576965332,0.04719370784646135,0.001000213623046875,1.784161275279017e-07,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 30}",0.8571428571428571,0.7845303867403315,0.7827298050139275,0.876750700280112,0.8253521126760563,0.8252643294379521,0.03779108224250023,159,0.9099790648988136,0.8829268292682927,0.9102920723226704,0.9034722222222222,0.9479889042995839,0.9109318186023165,0.021045045122542193
33,0.23485321998596193,0.0710472196720113,0.0008001327514648438,0.0004000664041494148,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 35}",0.8021978021978022,0.7154696132596685,0.7966573816155988,0.8851540616246498,0.8056338028169014,0.8007790762381747,0.053748003238983016,182,0.8736915561758548,0.8766550522648083,0.8616133518776078,0.8847222222222222,0.9535367545076283,0.8900437874096243,0.03260251305219533
34,0.28926749229431153,0.05674077169136538,0.0010004520416259765,5.917393515582494e-07,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 40}",0.8351648351648352,0.8591160220994475,0.841225626740947,0.907563025210084,0.8422535211267606,0.8569838619922092,0.02642075915000552,118,0.9106769016050245,0.9533101045296167,0.9186369958275382,0.9472222222222222,0.9382801664355063,0.9336252781239814,0.016403132967071507
35,0.3012685775756836,0.04739619526933508,0.0008001327514648438,0.0004000664041494148,0.1,"(25,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 45}",0.9148351648351648,0.8453038674033149,0.8885793871866295,0.8851540616246498,0.8507042253521127,0.8770172509738453,0.025863924368784104,87,0.9469644103279833,0.9644599303135889,0.9568845618915159,0.9277777777777778,0.9722607489597781,0.9536694858541288,0.015412618559768781
36,0.297467565536499,0.052580942001258374,0.001000356674194336,3.504023183989303e-07,0.1,"(25,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 50}",0.8763736263736264,0.8674033149171271,0.883008356545961,0.8907563025210085,0.8704225352112676,0.8775737340011129,0.008464985146740623,82,0.9427773900907188,0.9609756097560975,0.9304589707927677,0.9451388888888889,0.9743411927877947,0.9507384104632536,0.015283191704638412
37,0.2974674701690674,0.024259093807604503,0.0010019302368164062,4.005432128906249e-06,0.1,"(25,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 55}",0.9175824175824175,0.8370165745856354,0.9303621169916435,0.9187675070028011,0.8732394366197183,0.8953811908736784,0.03515707800451758,35,0.9685973482205164,0.9609756097560975,0.9645340751043116,0.9506944444444444,0.9729542302357836,0.9635511415522308,0.007573327689356535
38,0.2994678497314453,0.03626615069474585,0.0012001514434814454,0.00039985186653780343,0.1,"(25,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 60}",0.9010989010989011,0.8756906077348067,0.9275766016713092,0.9159663865546218,0.8760563380281691,0.899276572064552,0.020846841155376765,17,0.9651081646894627,0.9721254355400697,0.9756606397774688,0.9625,0.9833564493758669,0.9717501378765736,0.007480911690772435
39,0.245255708694458,0.06874533615581085,0.0012001514434814454,0.0004000902282460696,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 2}",0.34615384615384615,0.2845303867403315,0.3398328690807799,0.35014005602240894,0.29859154929577464,0.32387312186978295,0.026955297785506236,255,0.39427773900907187,0.3456445993031359,0.38317107093184977,0.33958333333333335,0.38488210818307905,0.369511770152094,0.022367521888449256
40,0.28226604461669924,0.028218650102439694,0.001000213623046875,1.784161275279017e-07,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 5}",0.6263736263736264,0.5580110497237569,0.5431754874651811,0.5378151260504201,0.5183098591549296,0.557039510294936,0.03717640866445898,229,0.6113049546406141,0.6195121951219512,0.5973574408901252,0.6118055555555556,0.5970873786407767,0.6074135049698046,0.008815498874409213
41,0.32947492599487305,0.05068938989617144,0.0010003089904785157,1.9073486328125e-07,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 10}",0.8214285714285714,0.7320441988950276,0.6657381615598886,0.7843137254901961,0.7154929577464789,0.7440178074568725,0.05431580818190255,214,0.8436845778087927,0.8250871080139373,0.7844228094575799,0.8145833333333333,0.8502080443828016,0.8235971745992889,0.023365539919035155
42,0.37128415107727053,0.10198650317259648,0.0010000228881835937,2.86102294921875e-07,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 15}",0.8324175824175825,0.7458563535911602,0.8050139275766016,0.7507002801120448,0.7464788732394366,0.7762938230383973,0.03598878629293647,203,0.8911374738311235,0.8822299651567944,0.9089012517385258,0.7888888888888889,0.8585298196948682,0.8659374798620402,0.04180365837358399
43,0.39108877182006835,0.11139312177336712,0.0010000705718994141,3.2340669551493016e-07,0.1,"(25, 25)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 20}",0.8214285714285714,0.7292817679558011,0.8245125348189415,0.8543417366946778,0.7971830985915493,0.805230940456316,0.042206238062314515,177,0.8904396371249128,0.8731707317073171,0.9346314325452016,0.9527777777777777,0.8952843273231623,0.9092607812956743,0.029629267086720062
44,0.38988847732543946,0.07817489431480563,0.000800323486328125,0.0004001619420355638,0.1,"(25, 25)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 25}",0.7417582417582418,0.7486187845303868,0.83008356545961,0.8627450980392157,0.7830985915492957,0.7929883138564274,0.046788158438432134,190,0.8492672714584787,0.8975609756097561,0.9221140472878998,0.9361111111111111,0.9153952843273232,0.9040897379589137,0.030087163425722267
