,2,5,10,15,20,25,30,35,40
GMM,0.5203296703296704,0.510989010989011,0.5247252747252747,0.5346153846153846,0.5692307692307692,0.5521978021978022,0.5598901098901099,0.5483516483516484,0.55
Kmeans,0.5203296703296704,0.5098901098901099,0.5274725274725275,0.5406593406593406,0.5456043956043956,0.5532967032967033,0.5527472527472528,0.5571428571428572,0.5543956043956044
