,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2664605140686035,0.03647931494600691,0.001000356674194336,5.917393515582494e-07,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.3708791208791209,0.3149171270718232,0.3231197771587744,0.32212885154061627,0.36619718309859156,0.3394546466332777,0.02399041311695547,163,0.3258897418004187,0.3686411149825784,0.34561891515994436,0.31527777777777777,0.3550624133148405,0.342097992607112,0.019323776872305902
1,0.49831290245056153,0.0834224402408131,0.001000213623046875,9.536743164062499e-08,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.7142857142857143,0.6602209944751382,0.6545961002785515,0.7955182072829131,0.6084507042253521,0.6867000556483027,0.06374441728289873,144,0.6978367062107467,0.735191637630662,0.7267037552155772,0.7256944444444444,0.7163661581137309,0.7203585403230323,0.012743049305794476
2,0.555126142501831,0.07908496109131857,0.0008002758026123047,0.0004001380256082582,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.8653846153846154,0.8149171270718232,0.8217270194986073,0.8739495798319328,0.856338028169014,0.8464106844741235,0.023760953251201967,67,0.8576413119330076,0.9010452961672474,0.8789986091794159,0.8833333333333333,0.9112343966712899,0.8864505894568587,0.018560529794408785
3,0.616740083694458,0.22547057079198632,0.0010001659393310547,1.5078914929239175e-07,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.9010989010989011,0.8149171270718232,0.8245125348189415,0.896358543417367,0.8028169014084507,0.8480801335559266,0.04206766159166342,65,0.9357990230286113,0.9038327526132404,0.8901251738525731,0.8729166666666667,0.8730929264909847,0.8951533085304153,0.02338297539705551
4,0.6343441009521484,0.11395294954992259,0.0009999752044677734,6.289914111267529e-07,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.8928571428571429,0.8342541436464088,0.8662952646239555,0.8739495798319328,0.7464788732394366,0.8430717863105175,0.05155654066746904,79,0.900907187718074,0.90801393728223,0.8991655076495132,0.8770833333333333,0.8536754507628294,0.8877690833491959,0.01994443992869163
5,0.7053601264953613,0.08449028932453924,0.001000213623046875,1.784161275279017e-07,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.8763736263736264,0.856353591160221,0.8913649025069638,0.9131652661064426,0.8535211267605634,0.8781302170283807,0.02224045959731167,4,0.8876482903000698,0.9317073170731708,0.9207232267037552,0.9104166666666667,0.90499306518724,0.9110977131861804,0.014866151271260643
6,0.6897562503814697,0.09680500347523052,0.0010004997253417968,1.9073486328125e-07,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.8901098901098901,0.8287292817679558,0.8746518105849582,0.9103641456582633,0.8140845070422535,0.8636616583194212,0.03647621107574688,16,0.8932309839497558,0.9163763066202091,0.9172461752433936,0.9006944444444445,0.9160887656033287,0.9087273351722264,0.009898810969169884
7,0.7789769172668457,0.04662032550054957,0.0012002944946289062,0.0004001380540201627,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.8901098901098901,0.8038674033149171,0.8635097493036211,0.9159663865546218,0.8253521126760563,0.8597662771285476,0.04099024883844119,29,0.8911374738311235,0.9282229965156794,0.9075104311543811,0.9145833333333333,0.9084604715672677,0.9099829412803568,0.011978698474869013
8,0.7927795886993408,0.07679900181316877,0.0014006137847900391,0.0004900571632066482,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.8928571428571429,0.8397790055248618,0.841225626740947,0.8851540616246498,0.847887323943662,0.8614357262103506,0.022893041941607784,24,0.9204466154919749,0.9066202090592335,0.9102920723226704,0.86875,0.90499306518724,0.9022203924122237,0.017576464339578803
9,0.2140504837036133,0.10356998727589038,0.0006000995635986328,0.000489979265096882,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.24725274725274726,0.1850828729281768,0.3816155988857939,0.20168067226890757,0.27605633802816903,0.2582081246521981,0.06958257157503926,169,0.25331472435450103,0.17491289198606272,0.38803894297635605,0.19375,0.25589459084604715,0.2531822300325934,0.07463509459605888
10,0.408494234085083,0.108066063608717,0.0006000995635986328,0.0004899792418945042,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.6703296703296703,0.6298342541436464,0.5933147632311978,0.7927170868347339,0.6563380281690141,0.6683361157484696,0.06727345667354159,147,0.6566643405443127,0.6871080139372823,0.6634214186369958,0.6944444444444444,0.7420249653259362,0.6887326365777943,0.030147536600416417
