,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
20,0.5119182586669921,0.07246453402725096,0.07441520690917969,0.0014937264993402377,0.1,"(50,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 35}",0.9093406593406593,0.8895027624309392,0.8997214484679665,0.927170868347339,0.8901408450704226,0.9031719532554258,0.013989023667189588,110,0.9469644103279833,0.975609756097561,0.933240611961057,0.9347222222222222,0.9729542302357836,0.9526982461689213,0.018274879026014424
21,0.5399206638336181,0.008087738025320647,0.07521681785583496,0.0020398013214276895,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 40}",0.9148351648351648,0.8812154696132597,0.9331476323119777,0.9467787114845938,0.8760563380281691,0.9104062326099054,0.027836378794998562,82,0.9665038381018841,0.9818815331010453,0.9707927677329624,0.9604166666666667,0.9750346740638003,0.9709258959332718,0.007306493849141784
22,0.5281195640563965,0.031900427792987796,0.07321505546569824,0.0029285621623811675,0.1,"(50,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 45}",0.8956043956043956,0.9005524861878453,0.9136490250696379,0.9551820728291317,0.8929577464788733,0.9115191986644408,0.022874518502336107,68,0.9553384508025122,0.9881533101045297,0.972183588317107,0.9784722222222222,0.9736477115117892,0.9735590565916322,0.010686642878883304
23,0.5185175895690918,0.046316438674724146,0.07361674308776855,0.002498719162722892,0.1,"(50,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 50}",0.9368131868131868,0.8922651933701657,0.9303621169916435,0.9663865546218487,0.8901408450704226,0.9232053422370617,0.02875749015759494,32,0.9881367759944173,0.9637630662020906,0.9680111265646731,0.9694444444444444,0.9833564493758669,0.9745423725162986,0.009458702297188646
24,0.5543253421783447,0.041844467009018504,0.07461738586425781,0.002498280195421813,0.1,"(50,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 55}",0.9285714285714286,0.9226519337016574,0.9220055710306406,0.9411764705882353,0.8901408450704226,0.9209794101279911,0.01677389196653437,42,0.9867411025819958,0.9853658536585366,0.9791376912378303,0.9770833333333333,0.9875173370319001,0.9831690635687191,0.004237473466343821
25,0.5737303256988525,0.05092155439040017,0.07361664772033691,0.003200742657867411,0.1,"(50,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 60}",0.9285714285714286,0.8977900552486188,0.9220055710306406,0.957983193277311,0.895774647887324,0.9204229271007234,0.02274710996948252,44,0.9658060013956734,0.9846689895470383,0.9735744089012517,0.9888888888888889,0.9951456310679612,0.9816167839601627,0.010581964042604742
26,0.47231364250183105,0.09043356705375667,0.07661089897155762,0.0034436211305642825,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 2}",0.25274725274725274,0.31215469613259667,0.3816155988857939,0.32212885154061627,0.37183098591549296,0.32776850306065664,0.04645726567368265,259,0.2526168876482903,0.2975609756097561,0.3894297635605007,0.35555555555555557,0.3786407766990291,0.33476079181462637,0.05191920465802998
27,0.5153211116790771,0.03178105925754254,0.07441492080688476,0.0024191403255970226,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 5}",0.6565934065934066,0.5939226519337016,0.6239554317548747,0.6302521008403361,0.6732394366197183,0.6355036171396773,0.027419415215126017,240,0.6817864619678995,0.6668989547038328,0.6828929068150209,0.7076388888888889,0.6740638002773925,0.682656202530607,0.013762756488410242
28,0.5175171375274659,0.06019533748944188,0.07741994857788086,0.005608328772158363,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 10}",0.8269230769230769,0.7071823204419889,0.7409470752089137,0.7787114845938375,0.8169014084507042,0.7740678909293267,0.045309834724878345,217,0.8360083740404746,0.8132404181184669,0.8025034770514604,0.8576388888888888,0.8432732316227461,0.8305328779444073,0.02005846444730432
29,0.5761308193206787,0.07611481123693378,0.0788200855255127,0.0036556296733914347,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 15}",0.8434065934065934,0.8121546961325967,0.7827298050139275,0.8879551820728291,0.8507042253521127,0.8352810239287701,0.03565143739526367,199,0.9043963712491278,0.9177700348432056,0.8463143254520167,0.9145833333333333,0.9389736477115118,0.9044075425178392,0.031150411046983732
30,0.5661283016204834,0.025657269274401855,0.07542099952697753,0.004225809535730603,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 20}",0.8351648351648352,0.7983425414364641,0.883008356545961,0.896358543417367,0.8873239436619719,0.8597662771285476,0.03750445251838107,189,0.9218422889043963,0.9365853658536586,0.9276773296244785,0.9361111111111111,0.9375866851595007,0.931960556130629,0.006180528463395204
31,0.527519416809082,0.049085237986160886,0.07421503067016602,0.006080959428345167,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 25}",0.8873626373626373,0.8093922651933702,0.9387186629526463,0.907563025210084,0.856338028169014,0.8797996661101837,0.04433496465263392,166,0.9399860432658758,0.8926829268292683,0.954798331015299,0.9493055555555555,0.9535367545076283,0.9380619222347255,0.023276393916366128
32,0.5293219566345215,0.04700850401771599,0.07781553268432617,0.00401944525654879,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 30}",0.9120879120879121,0.7817679558011049,0.9136490250696379,0.9159663865546218,0.8394366197183099,0.8725653867557039,0.05390170764392156,180,0.95324494068388,0.9121951219512195,0.9443671766342142,0.9520833333333333,0.9389736477115118,0.9401728440628319,0.014929989262526122
33,0.5257210731506348,0.03894828193913235,0.07321457862854004,0.0027863445372339635,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 35}",0.9148351648351648,0.9088397790055248,0.9164345403899722,0.9159663865546218,0.856338028169014,0.902615470228158,0.02312335635871187,114,0.9232379623168179,0.9742160278745644,0.9471488178025035,0.9458333333333333,0.9597780859916782,0.9500428454637795,0.016874328460735822
34,0.5853312969207763,0.07788396323007708,0.07561721801757812,0.002059426038016294,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 40}",0.9038461538461539,0.8397790055248618,0.8913649025069638,0.9495798319327731,0.8873239436619719,0.894268224819143,0.03515241550485622,134,0.9469644103279833,0.9547038327526133,0.9687065368567455,0.9743055555555555,0.984743411927878,0.965884749484155,0.013546318620029339
35,0.49311199188232424,0.059672191228999895,0.09002037048339843,0.0250847408513243,0.1,"(25,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 45}",0.8873626373626373,0.7845303867403315,0.9303621169916435,0.938375350140056,0.8704225352112676,0.8820255982192543,0.05517938206881761,158,0.9651081646894627,0.8745644599303136,0.9763560500695411,0.9458333333333333,0.9736477115117892,0.947101943906888,0.03781005275431163
36,0.5573265075683593,0.009151204754088394,0.07641539573669434,0.002152459810450223,0.1,"(25,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 50}",0.9203296703296703,0.8784530386740331,0.9220055710306406,0.9439775910364145,0.8507042253521127,0.9031719532554258,0.03358884241813827,110,0.9665038381018841,0.9735191637630662,0.9645340751043116,0.9673611111111111,0.9667128987517337,0.9677262173664214,0.0030463856760055254
37,0.5801336765289307,0.07679382592185607,0.07501463890075684,0.0016778164139955969,0.1,"(25,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 55}",0.9148351648351648,0.8729281767955801,0.9108635097493036,0.9355742296918768,0.8873239436619719,0.904284919309961,0.02192239229784281,101,0.9637124912770412,0.9797909407665505,0.9645340751043116,0.9486111111111111,0.9771151178918169,0.9667527472301662,0.011141434734902098
38,0.5319206237792968,0.039238530896881216,0.07621922492980956,0.003429529004574806,0.1,"(25,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 60}",0.9065934065934066,0.856353591160221,0.9136490250696379,0.9523809523809523,0.895774647887324,0.9048414023372288,0.030902392655552977,100,0.9692951849267272,0.9491289198606272,0.9617524339360223,0.9618055555555556,0.9833564493758669,0.9650677087309598,0.011207383908131653
39,0.5563282012939453,0.08029305951556621,0.07741785049438477,0.005885015576534092,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 2}",0.34065934065934067,0.3342541436464088,0.3955431754874652,0.35294117647058826,0.39154929577464787,0.36282693377851977,0.025694797727467317,250,0.377529658060014,0.35121951219512193,0.4047287899860918,0.3888888888888889,0.391123439667129,0.3826980577594491,0.01795704763653578
40,0.6045369625091552,0.050376047713963465,0.07741775512695312,0.006054833879231753,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 5}",0.7225274725274725,0.580110497237569,0.6462395543175488,0.6582633053221288,0.6845070422535211,0.6583194212576516,0.04724295748743103,230,0.724354501046755,0.6808362369337979,0.7183588317107094,0.7298611111111111,0.7045769764216366,0.711597531444802,0.01753601568067589
41,0.7245660781860351,0.11410544046285259,0.07961630821228027,0.0033801768066128537,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 10}",0.8131868131868132,0.7430939226519337,0.7994428969359332,0.8067226890756303,0.8366197183098592,0.7996661101836394,0.031006701980761057,209,0.8618283321702721,0.8822299651567944,0.8817802503477051,0.8784722222222222,0.9251040221914009,0.8858829584176788,0.02098576885260554
42,0.6247423171997071,0.08338910311460346,0.08081994056701661,0.006853891544240303,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 15}",0.8873626373626373,0.8259668508287292,0.7966573816155988,0.8935574229691877,0.8591549295774648,0.8525319977740679,0.036805390431772146,196,0.939288206559665,0.9442508710801394,0.847009735744089,0.9395833333333333,0.9542302357836339,0.9248724765001721,0.03930452693165389
43,0.6387451171875,0.04180752032188561,0.07441716194152832,0.002245061140550025,0.1,"(25, 25)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 20}",0.8901098901098901,0.8176795580110497,0.8885793871866295,0.9355742296918768,0.8647887323943662,0.8792431830829159,0.038425338069627175,168,0.947662247034194,0.9512195121951219,0.9554937413073713,0.9583333333333334,0.9597780859916782,0.9544973839723397,0.004495699936768689
44,0.6141411304473877,0.0420566346898017,0.07601709365844726,0.003403520271791019,0.1,"(25, 25)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 25}",0.8846153846153846,0.8204419889502762,0.9052924791086351,0.9243697478991597,0.8704225352112676,0.8809126321647189,0.035426990337560374,165,0.9406838799720866,0.9512195121951219,0.9575799721835884,0.9645833333333333,0.9750346740638003,0.9578202743495862,0.01165640032557538
45,0.6233458042144775,0.059142331750104825,0.07521295547485352,0.004788823316430018,0.1,"(25, 25)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 30}",0.8736263736263736,0.856353591160221,0.9164345403899722,0.9299719887955182,0.8816901408450705,0.8914858096828047,0.027400968689055213,148,0.9399860432658758,0.9686411149825784,0.9700973574408901,0.9729166666666667,0.9750346740638003,0.9653351712839623,0.01286658772498013
