,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
107,0.852593708,0.063394763,0.001000071,2.43E-07,0.001,"(50,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.837912088,0.770718232,0.838440111,0.829131653,0.788732394,0.813021703,0.027985397,15,0.846475925,0.873867596,0.858831711,0.831944444,0.873786408,0.856981217,0.016175226
108,0.208247089,0.0328915,0.000800419,0.00040021,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.302197802,0.17679558,0.228412256,0.173669468,0.245070423,0.225375626,0.047754156,173,0.289602233,0.195121951,0.207927677,0.177777778,0.235090153,0.221103958,0.039021697
109,0.400891113,0.137684895,0.000800037,0.000400019,0.001,"(25,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.645604396,0.577348066,0.665738162,0.633053221,0.154929577,0.536449638,0.19156954,138,0.649685973,0.62369338,0.663421419,0.618055556,0.144937587,0.539958783,0.198209693
110,0.395089865,0.145837302,0.001000309,1.91E-07,0.001,"(25,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.096153846,0.698895028,0.181058496,0.630252101,0.681690141,0.456316082,0.263269095,152,0.084438241,0.804878049,0.169680111,0.671527778,0.781553398,0.502415515,0.310939978
111,0.506914997,0.194787134,0.000600195,0.000490057,0.001,"(25,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.156593407,0.640883978,0.782729805,0.086834734,0.695774648,0.471897607,0.290775474,148,0.154919749,0.757491289,0.831015299,0.078472222,0.825242718,0.529428256,0.338848537
112,0.505516386,0.218921891,0.001000214,1.78E-07,0.001,"(25,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.78021978,0.113259669,0.094707521,0.831932773,0.214084507,0.407345576,0.329096852,154,0.798325192,0.135888502,0.089707928,0.827083333,0.264216366,0.423044264,0.323382495
113,0.650547552,0.160445465,0.000800037,0.000400019,0.001,"(25,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 25}",0.826923077,0.773480663,0.810584958,0.745098039,0.16056338,0.664997218,0.251909978,106,0.847173761,0.838327526,0.817802503,0.761111111,0.156033287,0.684089638,0.265721924
114,0.545323849,0.165478062,0.000800037,0.000400019,0.001,"(25,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 30}",0.192307692,0.698895028,0.136490251,0.795518207,0.171830986,0.398998331,0.28630109,159,0.194696441,0.78815331,0.147426982,0.798611111,0.181692094,0.422115988,0.30354876
115,0.889801836,0.113506931,0.001000404,1.51E-07,0.001,"(25,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 35}",0.771978022,0.781767956,0.752089136,0.81232493,0.704225352,0.764607679,0.035696727,75,0.789951151,0.870383275,0.790681502,0.848611111,0.832871012,0.82649961,0.031855976
116,0.650147676,0.158674121,0.000800228,0.000400114,0.001,"(25,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 40}",0.813186813,0.649171271,0.782729805,0.098039216,0.157746479,0.502504174,0.30911719,142,0.821353803,0.768641115,0.820584145,0.102777778,0.175450763,0.537761521,0.326863442
