2,0.571978022,0.573626374
5,0.607692308,0.559340659
10,0.596703297,0.624725275
15,0.592857143,0.592307692
20,0.613736264,0.594505495
25,0.59010989,0.572527473
30,0.585714286,0.596703297
35,0.588461538,0.582417582
40,0.588461538,0.584065934
