,2,5,10,15,20,25,30,35,40
GMM,0.5148351648351648,0.5296703296703297,0.5565934065934066,0.5335164835164835,0.5406593406593406,0.554945054945055,0.5615384615384615,0.5543956043956044,0.5560439560439561
Kmeans,0.5137362637362637,0.5368131868131868,0.5401098901098901,0.5373626373626373,0.5538461538461539,0.5604395604395604,0.5571428571428572,0.5818681318681319,0.5697802197802198
