,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.190043306350708,0.05637211712287475,0.001400327682495117,0.0004900960890609991,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.10714285714285714,0.16298342541436464,0.10027855153203342,0.09803921568627451,0.10140845070422536,0.11407902058987202,0.024746898386569693,177,0.11933007676203769,0.16794425087108014,0.10987482614742698,0.11736111111111111,0.10263522884882108,0.1234290987480954,0.023027481646321766
1,0.2946669101715088,0.06436225921018865,0.00200037956237793,2.7804145311571603e-07,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.16483516483516483,0.26795580110497236,0.3147632311977716,0.22969187675070027,0.1267605633802817,0.22092376182526433,0.06788929056027292,145,0.21144452198185626,0.3121951219512195,0.34840055632823363,0.2534722222222222,0.12829403606102635,0.2507612917089116,0.07727732879128972
2,0.6681517124176025,0.15519575344553452,0.003000783920288086,2.78041453115716e-07,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.33791208791208793,0.505524861878453,0.6100278551532033,0.2969187675070028,0.5267605633802817,0.4552031163049527,0.11863582408682742,121,0.3754361479413817,0.6536585365853659,0.7051460361613352,0.3076388888888889,0.5901525658807212,0.5264064350915386,0.1567518921030979
3,0.7243644237518311,0.09832663139564805,0.0038007259368896484,0.0003998756977302334,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.554945054945055,0.6022099447513812,0.48467966573816157,0.7927170868347339,0.6225352112676056,0.6110183639398998,0.10210904662203327,98,0.6029309141660851,0.6348432055749129,0.5897079276773296,0.7347222222222223,0.7115117891816921,0.6547432117644484,0.05818835983397273
4,0.6187402725219726,0.11261967595601866,0.004601240158081055,0.0004895901227128668,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.7197802197802198,0.643646408839779,0.6128133704735376,0.7086834733893558,0.7605633802816901,0.6889259877573733,0.05342801285568252,33,0.7090020935101187,0.7393728222996516,0.7079276773296245,0.6666666666666666,0.8079056865464632,0.7261749892705048,0.046953600234416436
5,0.7835782051086426,0.1913911372762028,0.005601072311401367,0.000490096065864152,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.7060439560439561,0.6104972375690608,0.7019498607242339,0.7254901960784313,0.6647887323943662,0.6816917084028937,0.04075190587160003,42,0.6936496859734822,0.7770034843205574,0.778164116828929,0.7270833333333333,0.7073509015256588,0.7366503043963922,0.03507366784735111
6,0.6859553337097168,0.14727268875126684,0.006201744079589844,0.00039982811353995464,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.8131868131868132,0.7099447513812155,0.6155988857938719,0.8151260504201681,0.6253521126760564,0.7161936560934892,0.08665895859331782,9,0.7690160502442428,0.821602787456446,0.8337969401947148,0.7520833333333333,0.7295423023578363,0.7812082827173147,0.04015860964774035
7,0.6855556011199951,0.11816324094936885,0.008001708984375,1.1680077279964342e-07,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",0.6153846153846154,0.6823204419889503,0.5710306406685237,0.803921568627451,0.5915492957746479,0.6527545909849749,0.08410149497357064,77,0.7397069085833915,0.7923344947735191,0.8463143254520167,0.7625,0.7773925104022191,0.7836496478422292,0.03583214225391002
8,0.6681518077850341,0.07050281161927102,0.009402084350585937,0.0010200947067532556,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",0.5906593406593407,0.6104972375690608,0.5933147632311978,0.6050420168067226,0.5380281690140845,0.5876460767946577,0.02568906938333013,105,0.7815771109560363,0.8508710801393728,0.8511821974965229,0.7472222222222222,0.7877947295423023,0.8037294680712913,0.04101659364081298
9,0.13122973442077637,0.06539805405955103,0.0010004043579101562,1.5078914929239175e-07,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",0.11538461538461539,0.16298342541436464,0.10306406685236769,0.10084033613445378,0.10140845070422536,0.11686143572621036,0.023773196127262915,173,0.12212142358688068,0.16794425087108014,0.11126564673157163,0.10208333333333333,0.10194174757281553,0.12107128041913626,0.024579706154175165
10,0.2828659534454346,0.06630617730656733,0.00200042724609375,1.9073486328124998e-07,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",0.16483516483516483,0.2541436464088398,0.2785515320334262,0.2549019607843137,0.12394366197183099,0.21535893155258765,0.059828039660608213,149,0.21632937892533147,0.28780487804878047,0.33031988873435325,0.26319444444444445,0.130374479889043,0.2456046140083905,0.06841339838083516
