,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
80,0.7049602508544922,0.05658209397159429,0.008802080154418945,0.0007484939103324494,0.01,"(25, 25)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 40}",0.5906593406593407,0.6104972375690608,0.5738161559888579,0.6078431372549019,0.532394366197183,0.5831942125765164,0.028452354941812044,117,0.7913468248429868,0.8515679442508711,0.8511821974965229,0.7729166666666667,0.7746185852981969,0.808326443711049,0.03573464002190311
81,0.2242504119873047,0.05744947331515044,0.0020005226135253905,3.5040231839893024e-07,0.01,"(100, 25, 100)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 2}",0.11538461538461539,0.16298342541436464,0.10306406685236769,0.17086834733893558,0.09859154929577464,0.1302170283806344,0.030561752178411422,161,0.12212142358688068,0.1651567944250871,0.1133518776077886,0.13194444444444445,0.09847434119278779,0.1262097762513977,0.022365380331374606
82,0.40729498863220215,0.06194722568627651,0.0026006698608398438,0.0004900766126016386,0.01,"(100, 25, 100)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 5}",0.16758241758241757,0.26795580110497236,0.3147632311977716,0.2549019607843137,0.12112676056338029,0.22537562604340566,0.07041448909413993,144,0.2016748080949058,0.3010452961672474,0.34840055632823363,0.2638888888888889,0.1276005547850208,0.2485220208528593,0.07718447930883222
83,0.7693745136260987,0.13453783669719363,0.003400850296020508,0.0004900376712804196,0.01,"(100, 25, 100)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 10}",0.3076923076923077,0.505524861878453,0.6100278551532033,0.2689075630252101,0.532394366197183,0.444629938786867,0.13291607352559887,126,0.3712491277041172,0.6536585365853659,0.7093184979137691,0.2916666666666667,0.5991678224687933,0.5250121302677424,0.1637748259285967
84,0.8419912338256836,0.07491789766417614,0.00420083999633789,0.0004002333077948645,0.01,"(100, 25, 100)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 15}",0.5576923076923077,0.6132596685082873,0.5654596100278552,0.7759103641456583,0.6225352112676056,0.6265998887033946,0.07859174954503251,81,0.6001395673412422,0.6425087108013937,0.6022253129346314,0.7444444444444445,0.7122052704576977,0.6603046611958818,0.0584515550354224
85,0.7289651870727539,0.1219266228146853,0.0058013916015625,0.0007483154942104829,0.01,"(100, 25, 100)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 20}",0.717032967032967,0.643646408839779,0.6629526462395543,0.7058823529411765,0.7605633802816901,0.6978297161936561,0.04122463787981828,22,0.7222609909281228,0.7554006968641115,0.7107093184979137,0.6784722222222223,0.8072122052704577,0.7348110867565656,0.04376830314727622
86,0.8639960289001465,0.20107379719800797,0.006601476669311523,0.000800204367609641,0.01,"(100, 25, 100)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 25}",0.6840659340659341,0.6104972375690608,0.7047353760445683,0.7254901960784313,0.6647887323943662,0.67779632721202,0.03937839426925774,50,0.6929518492672715,0.7811846689895471,0.7955493741307371,0.7263888888888889,0.7080443828016644,0.7408238328156218,0.04049313207725431
87,0.7949804306030274,0.1710594266670604,0.007601737976074219,0.001020160431816898,0.01,"(100, 25, 100)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 30}",0.8104395604395604,0.7099447513812155,0.6155988857938719,0.8179271708683473,0.6816901408450704,0.7273233166388425,0.07743451224977056,1,0.7759944173063503,0.8125435540069686,0.8164116828929068,0.7611111111111111,0.7246879334257975,0.7781497397486269,0.034058877751301474
88,0.8645963191986084,0.13466587525624304,0.008603811264038086,0.001360207535626007,0.01,"(100, 25, 100)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 35}",0.6236263736263736,0.6823204419889503,0.5710306406685237,0.803921568627451,0.5943661971830986,0.6549805230940456,0.08300927344432561,69,0.7466852756454989,0.8139372822299652,0.8525730180806675,0.7583333333333333,0.7773925104022191,0.7897842839383368,0.03879699813858438
89,0.8207863330841064,0.11940006387629176,0.009401893615722657,0.0004899987222241536,0.01,"(100, 25, 100)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 40}",0.5906593406593407,0.6104972375690608,0.5738161559888579,0.6218487394957983,0.5408450704225352,0.5876460767946577,0.02846658383522829,105,0.7927424982554082,0.8522648083623693,0.8511821974965229,0.7638888888888888,0.7877947295423023,0.8095746245090982,0.03577293017205733
90,0.16904034614562988,0.05856210135372572,0.0013983726501464843,0.000491509379064899,0.001,"(50, 50)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.10714285714285714,0.16298342541436464,0.10027855153203342,0.09803921568627451,0.09577464788732394,0.11296605453533667,0.025409532580480485,178,0.11933007676203769,0.16794425087108014,0.10987482614742698,0.11736111111111111,0.09778085991678225,0.12245822496168764,0.02396688842996893
91,0.3018684387207031,0.06759172092566801,0.0018004417419433595,0.0004001379119606201,0.001,"(50, 50)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.16483516483516483,0.26519337016574585,0.3147632311977716,0.22969187675070027,0.1267605633802817,0.22036727879799667,0.06751176402787382,147,0.21144452198185626,0.3121951219512195,0.34840055632823363,0.2534722222222222,0.1289875173370319,0.25089998796411267,0.07705771208799081
