1,7.344776062836323
2,5.83549053732953
3,5.15396117641885
4,3.966235966587287
5,2.9663451950935866
6,2.5720444193205996
7,2.406009413578203
8,2.0686735457465444
9,1.8299331438269653
10,1.7895173923196768
11,1.6978461553340365
12,1.572878886879512
13,1.3887078149450405
14,1.3593360885653964
15,1.3215253598609054
16,1.1682917644675201
17,1.0836867752499066
18,0.9997786171449631
19,0.9743829305689538
20,0.9089124184577122
21,0.8227192644558202
22,0.7763101392596057
23,0.7115567531171374
24,0.6455236480610047
25,0.5952739876615539
26,0.5765017972018546
27,0.526731551620544
28,0.5106363011725028
29,0.4868638129793712
30,0.45560107052785437
31,0.44285155170799195
32,0.4223008630061848
33,0.3991063025827602
34,0.3911011111763676
35,0.36094516801040083
36,0.34860305887186466
37,0.31959630000067296
38,0.2940662706200278
39,0.2769228513803099
40,0.2582730040151318
41,0.2478302860350335
42,0.24235660038291443
43,0.21758199560459027
44,0.20799592689994426
45,0.20009090171636792
46,0.18983516452770657
47,0.17612894217338024
48,0.16875235857271917
49,0.1581847410612665
50,0.14311427404120072
51,0.13321081276067515
52,0.12426370770472284
53,0.11932898442658318
54,0.11188654747493064
55,0.10250433829678872
56,0.09840876078171219
57,0.09018543006585267
58,0.08246812302637754
59,0.07635394259647431
60,0.06328961499153357
61,0.050374440154852984
62,1.974301400317766e-31
63,3.90222010530433e-32
64,3.842669587132315e-32
